chr	strand	BSJ_count	cell_line	tool	circ_id	circ_id_strand	start	end	circ_ID	design	primer_found	total_primer_pairs	passed	failed_spec	failed_SNP	failed_sec_str_temp	failed_sec_str_amp
chr2	-	1	SW480	CIRCexplorer3	chr2:15461200-15539356	chr2:15461200-15539356/-	15461200	15539356	circ00176	1	1	18	18	0	0	0	0
chr11	-	2	SW480	CIRCexplorer3	chr11:46811006-46821268	chr11:46811006-46821268/-	46811006	46821268	circ00177	1	1	20	20	0	0	0	0
chr11	-	1	NCI-H23	CIRCexplorer3	chr11:77918820-77924892	chr11:77918820-77924892/-	77918820	77924892	circ00178	1	1	20	20	0	0	0	0
chr7	+	1	HLF	CIRCexplorer3	chr7:105550054-105555227	chr7:105550054-105555227/+	105550054	105555227	circ00179	1	1	20	20	0	0	0	0
chr6	+	1	SW480	CIRCexplorer3	chr6:43175705-43176667	chr6:43175705-43176667/+	43175705	43176667	circ00180	1	1	1	1	0	0	0	0
chr4	+	3	SW480	CIRCexplorer3	chr4:185264437-185267155	chr4:185264437-185267155/+	185264437	185267155	circ00181	1	1	20	20	0	0	0	0
chr1	+	1	NCI-H23	CIRCexplorer3	chr1:61827421-62114246	chr1:61827421-62114246/+	61827421	62114246	circ00182	1	1	17	17	0	0	0	0
chr17	-	1	NCI-H23	CIRCexplorer3	chr17:4539438-4539967	chr17:4539438-4539967/-	4539438	4539967	circ00183	1	1	9	1	8	0	0	0
chr5	+	3	SW480	CIRCexplorer3	chr5:14286870-14316743	chr5:14286870-14316743/+	14286870	14316743	circ00184	1	1	2	1	1	0	0	0
chr4	+	3	HLF	CIRCexplorer3	chr4:7004843-7014557	chr4:7004843-7014557/+	7004843	7014557	circ00185	1	1	18	18	0	0	0	0
chr3	-	1	NCI-H23	CIRCexplorer3	chr3:186052029-186105942	chr3:186052029-186105942/-	186052029	186105942	circ00186	0	0	0	0	0	0	0	0
chr14	+	2	NCI-H23	CIRCexplorer3	chr14:64007042-64022863	chr14:64007042-64022863/+	64007042	64022863	circ00187	1	1	20	20	0	0	0	0
chr20	-	1	SW480	CIRCexplorer3	chr20:1372075-1375603	chr20:1372075-1375603/-	1372075	1375603	circ00188	1	1	10	10	0	0	0	0
chr3	-	1	SW480	CIRCexplorer3	chr3:121537099-121541479	chr3:121537099-121541479/-	121537099	121541479	circ00189	1	1	20	20	0	0	0	0
chr5	-	1	NCI-H23	CIRCexplorer3	chr5:177334283-177338605	chr5:177334283-177338605/-	177334283	177338605	circ00190	1	1	12	12	0	0	0	0
chr5	-	1	NCI-H23	CIRCexplorer3	chr5:139880855-139887511	chr5:139880855-139887511/-	139880855	139887511	circ00191	1	1	8	8	0	0	0	0
chr3	+	3	NCI-H23	CIRCexplorer3	chr3:188708266-188760282	chr3:188708266-188760282/+	188708266	188760282	circ00192	1	1	20	20	0	0	0	0
chr1	-	3	SW480	CIRCexplorer3	chr1:44308309-44319744	chr1:44308309-44319744/-	44308309	44319744	circ00193	1	1	20	20	0	0	0	0
chr2	-	2	NCI-H23	CIRCexplorer3	chr2:55339463-55355751	chr2:55339463-55355751/-	55339463	55355751	circ00194	1	1	7	7	0	0	0	0
chr2	+	1	NCI-H23	CIRCexplorer3	chr2:38953161-38966145	chr2:38953161-38966145/+	38953161	38966145	circ00195	1	1	20	14	6	0	0	0
chr2	-	3	NCI-H23	CIRCexplorer3	chr2:45579874-45585774	chr2:45579874-45585774/-	45579874	45585774	circ00196	1	1	20	20	0	0	0	0
chr22	+	1	HLF	CIRCexplorer3	chr22:31258290-31275308	chr22:31258290-31275308/+	31258290	31275308	circ00197	1	1	15	15	0	0	0	0
chr9	-	2	NCI-H23	CIRCexplorer3	chr9:132334607-132353755	chr9:132334607-132353755/-	132334607	132353755	circ00198	1	1	17	17	0	0	0	0
chr14	-	2	SW480	CIRCexplorer3	chr14:91289104-91294318	chr14:91289104-91294318/-	91289104	91294318	circ00199	1	1	8	8	0	0	0	0
chr7	unknown	2	HLF	CirComPara2	chr7:26193574-26196481	chr7:26193574-26196481/unknown	26193574	26196481	circ00200	1	1	18	9	9	0	0	0
chr9	unknown	2	HLF	CirComPara2	chr9:98091908-98100164	chr9:98091908-98100164/unknown	98091908	98100164	circ00201	1	1	20	16	4	0	0	0
chr5	unknown	3	NCI-H23	CirComPara2	chr5:36953617-36961583	chr5:36953617-36961583/unknown	36953617	36961583	circ00202	1	1	20	18	2	0	0	0
chr17	unknown	2	SW480	CirComPara2	chr17:58999380-59047819	chr17:58999380-59047819/unknown	58999380	59047819	circ00203	1	1	17	17	0	0	0	0
chr4	unknown	3	SW480	CirComPara2	chr4:78237509-78286539	chr4:78237509-78286539/unknown	78237509	78286539	circ00204	1	1	4	4	0	0	0	0
chr7	unknown	2	NCI-H23	CirComPara2	chr7:92065230-92077875	chr7:92065230-92077875/unknown	92065230	92077875	circ00205	1	1	20	20	0	0	0	0
chr1	unknown	2	SW480	CirComPara2	chr1:153664042-153668557	chr1:153664042-153668557/unknown	153664042	153668557	circ00206	0	0	0	0	0	0	0	0
chr5	unknown	2	SW480	CirComPara2	chr5:179768849-179771243	chr5:179768849-179771243/unknown	179768849	179771243	circ00207	1	1	16	15	1	0	0	0
chr1	unknown	3	HLF	CirComPara2	chr1:176162868-176184692	chr1:176162868-176184692/unknown	176162868	176184692	circ00208	1	1	20	11	9	0	0	0
chr12	unknown	2	SW480	CirComPara2	chr12:27719807-27737608	chr12:27719807-27737608/unknown	27719807	27737608	circ00209	1	1	20	20	0	0	0	0
chr21	unknown	2	SW480	CirComPara2	chr21:36412883-36413315	chr21:36412883-36413315/unknown	36412883	36413315	circ00210	1	1	9	8	1	0	0	0
chr1	unknown	2	HLF	CirComPara2	chr1:197100430-197105185	chr1:197100430-197105185/unknown	197100430	197105185	circ00211	1	1	20	20	0	0	0	0
chr1	unknown	2	NCI-H23	CirComPara2	chr1:59321535-59457076	chr1:59321535-59457076/unknown	59321535	59457076	circ00212	1	1	20	20	0	0	0	0
chr1	unknown	2	SW480	CirComPara2	chr1:23814189-23826183	chr1:23814189-23826183/unknown	23814189	23826183	circ00213	1	1	15	15	0	0	0	0
chr3	unknown	4	SW480	CirComPara2	chr3:155893517-155931880	chr3:155893517-155931880/unknown	155893517	155931880	circ00214	1	1	20	20	0	0	0	0
chr6	unknown	2	SW480	CirComPara2	chr6:85507232-85514629	chr6:85507232-85514629/unknown	85507232	85514629	circ00215	0	0	0	0	0	0	0	0
chr2	unknown	2	HLF	CirComPara2	chr2:61092463-61118116	chr2:61092463-61118116/unknown	61092463	61118116	circ00216	1	1	14	14	0	0	0	0
chr5	unknown	2	NCI-H23	CirComPara2	chr5:141973582-141983552	chr5:141973582-141983552/unknown	141973582	141983552	circ00217	1	1	20	20	0	0	0	0
chr9	unknown	2	NCI-H23	CirComPara2	chr9:96465336-96488274	chr9:96465336-96488274/unknown	96465336	96488274	circ00218	1	1	20	20	0	0	0	0
chr1	unknown	2	NCI-H23	CirComPara2	chr1:64673157-64675561	chr1:64673157-64675561/unknown	64673157	64675561	circ00219	1	1	19	19	0	0	0	0
chr6	unknown	2	SW480	CirComPara2	chr6:31723003-31724844	chr6:31723003-31724844/unknown	31723003	31724844	circ00220	1	0	7	0	7	0	0	5
chr6	unknown	2	HLF	CirComPara2	chr6:43017133-43019366	chr6:43017133-43019366/unknown	43017133	43019366	circ00221	0	0	0	0	0	0	0	0
chr3	unknown	3	NCI-H23	CirComPara2	chr3:33408689-33425741	chr3:33408689-33425741/unknown	33408689	33425741	circ00222	1	1	5	5	0	0	0	0
chr6	unknown	2	SW480	CirComPara2	chr6:138441982-138473433	chr6:138441982-138473433/unknown	138441982	138473433	circ00223	1	1	20	20	0	0	0	0
chr8	unknown	3	HLF	CirComPara2	chr8:102666202-102670270	chr8:102666202-102670270/unknown	102666202	102670270	circ00224	1	1	4	4	0	0	0	0
chr8	unknown	2	HLF	CirComPara2	chr8:117152943-117163530	chr8:117152943-117163530/unknown	117152943	117163530	circ00225	1	1	20	20	0	0	0	0
chr1	unknown	3	HLF	CirComPara2	chr1:179846106-179852811	chr1:179846106-179852811/unknown	179846106	179852811	circ00226	1	1	20	20	0	0	0	0
chr9	unknown	2	HLF	CirComPara2	chr9:125200779-125213522	chr9:125200779-125213522/unknown	125200779	125213522	circ00227	1	1	20	20	0	0	0	0
chr19	unknown	2	SW480	CirComPara2	chr19:58549736-58550284	chr19:58549736-58550284/unknown	58549736	58550284	circ00228	0	0	0	0	0	0	0	0
chr3	unknown	2	NCI-H23	CirComPara2	chr3:47062162-47067118	chr3:47062162-47067118/unknown	47062162	47067118	circ00229	1	1	10	5	5	0	0	0
chr7	unknown	3	HLF	CirComPara2	chr7:80810610-80828745	chr7:80810610-80828745/unknown	80810610	80828745	circ00230	1	1	20	20	0	0	0	0
chr3	unknown	4	NCI-H23	CirComPara2	chr3:19970547-19978403	chr3:19970547-19978403/unknown	19970547	19978403	circ00231	1	1	20	20	0	0	0	0
chr3	unknown	3	NCI-H23	CirComPara2	chr3:48979481-48980496	chr3:48979481-48980496/unknown	48979481	48980496	circ00232	1	1	20	20	0	0	0	0
chr1	unknown	2	SW480	CirComPara2	chr1:184732836-184749592	chr1:184732836-184749592/unknown	184732836	184749592	circ00233	1	1	20	11	9	0	0	0
chr15	unknown	2	NCI-H23	CirComPara2	chr15:62007307-62044255	chr15:62007307-62044255/unknown	62007307	62044255	circ00234	1	1	20	2	18	0	0	0
chr18	unknown	2	SW480	CirComPara2	chr18:20954782-21044186	chr18:20954782-21044186/unknown	20954782	21044186	circ00235	1	1	18	17	1	0	0	0
chr7	unknown	2	SW480	CirComPara2	chr7:761752-775162	chr7:761752-775162/unknown	761752	775162	circ00236	1	1	5	5	0	0	0	0
chr15	unknown	3	NCI-H23	CirComPara2	chr15:40902615-40903831	chr15:40902615-40903831/unknown	40902615	40903831	circ00237	1	1	20	20	0	0	0	0
chr3	unknown	2	SW480	CirComPara2	chr3:138209816-138237572	chr3:138209816-138237572/unknown	138209816	138237572	circ00238	1	1	20	20	0	0	0	0
chr15	unknown	2	NCI-H23	CirComPara2	chr15:90957603-90961774	chr15:90957603-90961774/unknown	90957603	90961774	circ00239	1	1	4	4	0	0	0	0
chr9	unknown	2	SW480	CirComPara2	chr9:137373425-137383377	chr9:137373425-137383377/unknown	137373425	137383377	circ00240	0	0	0	0	0	0	0	0
chr9	unknown	4	NCI-H23	CirComPara2	chr9:93470328-93498886	chr9:93470328-93498886/unknown	93470328	93498886	circ00241	1	1	20	20	0	0	0	0
chr6	unknown	3	NCI-H23	CirComPara2	chr6:7884358-7899681	chr6:7884358-7899681/unknown	7884358	7899681	circ00242	1	1	15	15	0	0	0	0
chr1	unknown	2	NCI-H23	CirComPara2	chr1:26446315-26460144	chr1:26446315-26460144/unknown	26446315	26460144	circ00243	1	1	5	4	1	0	0	0
chr7	unknown	3	HLF	CirComPara2	chr7:92213194-92226682	chr7:92213194-92226682/unknown	92213194	92226682	circ00244	1	1	17	17	0	0	0	0
chr1	unknown	3	HLF	CirComPara2	chr1:156320838-156335888	chr1:156320838-156335888/unknown	156320838	156335888	circ00245	1	1	13	13	0	0	0	0
chr3	unknown	4	SW480	CirComPara2	chr3:197085579-197116083	chr3:197085579-197116083/unknown	197085579	197116083	circ00246	1	1	20	20	0	0	0	0
chr17	unknown	2	HLF	CirComPara2	chr17:76872850-76926730	chr17:76872850-76926730/unknown	76872850	76926730	circ00247	1	1	3	3	0	0	0	0
chr2	unknown	3	SW480	CirComPara2	chr2:3457620-3465695	chr2:3457620-3465695/unknown	3457620	3465695	circ00248	1	1	19	19	0	0	0	0
chr11	unknown	2	SW480	CirComPara2	chr11:85631144-85635778	chr11:85631144-85635778/unknown	85631144	85635778	circ00249	1	1	20	19	1	0	0	0
chr11	unknown	2	NCI-H23	CirComPara2	chr11:126019618-126021520	chr11:126019618-126021520/unknown	126019618	126021520	circ00250	1	1	20	20	0	0	0	0
chr3	unknown	3	HLF	CirComPara2	chr3:134155135-134195182	chr3:134155135-134195182/unknown	134155135	134195182	circ00251	1	1	16	16	0	0	0	0
chr9	unknown	2	NCI-H23	CirComPara2	chr9:120776092-120778545	chr9:120776092-120778545/unknown	120776092	120778545	circ00252	1	1	20	20	0	0	0	0
chr12	unknown	2	SW480	CirComPara2	chr12:92728992-92745591	chr12:92728992-92745591/unknown	92728992	92745591	circ00253	1	1	13	13	0	0	0	0
chr12	unknown	2	HLF	CirComPara2	chr12:50427764-50437838	chr12:50427764-50437838/unknown	50427764	50437838	circ00254	1	1	20	19	1	0	0	0
chr10	unknown	2	SW480	CirComPara2	chr10:13172375-13192568	chr10:13172375-13192568/unknown	13172375	13192568	circ00255	1	1	20	20	0	0	0	0
chr20	unknown	3	HLF	CirComPara2	chr20:17953995-17955475	chr20:17953995-17955475/unknown	17953995	17955475	circ00256	1	1	20	20	0	0	0	0
chr8	unknown	3	SW480	CirComPara2	chr8:47912409-47954446	chr8:47912409-47954446/unknown	47912409	47954446	circ00257	1	1	20	20	0	0	0	0
chr2	unknown	2	HLF	CirComPara2	chr2:26279993-26285571	chr2:26279993-26285571/unknown	26279993	26285571	circ00258	0	0	0	0	0	0	0	0
chr5	unknown	3	SW480	CirComPara2	chr5:151797226-151799313	chr5:151797226-151799313/unknown	151797226	151799313	circ00259	1	1	13	13	0	0	0	0
chr11	unknown	2	SW480	CirComPara2	chr11:47216335-47238183	chr11:47216335-47238183/unknown	47216335	47238183	circ00260	0	0	0	0	0	0	0	0
chr5	unknown	2	NCI-H23	CirComPara2	chr5:142873399-142885399	chr5:142873399-142885399/unknown	142873399	142885399	circ00261	1	1	2	2	0	0	0	0
chr20	unknown	2	HLF	CirComPara2	chr20:39001729-39034317	chr20:39001729-39034317/unknown	39001729	39034317	circ00262	1	1	11	11	0	0	0	0
chr5	unknown	2	SW480	CirComPara2	chr5:119489191-119536550	chr5:119489191-119536550/unknown	119489191	119536550	circ00263	1	1	3	3	0	0	0	0
chr1	unknown	2	HLF	CirComPara2	chr1:100110291-100125942	chr1:100110291-100125942/unknown	100110291	100125942	circ00264	1	1	20	15	5	0	0	0
chr1	unknown	3	HLF	CirComPara2	chr1:66534245-66625910	chr1:66534245-66625910/unknown	66534245	66625910	circ00265	1	1	11	11	0	0	0	0
chr16	unknown	2	HLF	CirComPara2	chr16:89279071-89286186	chr16:89279071-89286186/unknown	89279071	89286186	circ00266	1	0	15	0	0	0	0	15
chr4	unknown	2	SW480	CirComPara2	chr4:55964273-56008382	chr4:55964273-56008382/unknown	55964273	56008382	circ00267	1	1	20	12	8	0	0	0
chr17	unknown	3	NCI-H23	CirComPara2	chr17:16039432-16058599	chr17:16039432-16058599/unknown	16039432	16058599	circ00268	1	1	20	20	0	0	0	0
chr4	unknown	2	NCI-H23	CirComPara2	chr4:1228198-1241515	chr4:1228198-1241515/unknown	1228198	1241515	circ00269	1	1	3	3	0	0	0	0
chr2	unknown	2	NCI-H23	CirComPara2	chr2:24275712-24295804	chr2:24275712-24295804/unknown	24275712	24295804	circ00270	1	1	20	20	0	0	0	0
chr16	unknown	4	HLF	CirComPara2	chr16:11875760-11898035	chr16:11875760-11898035/unknown	11875760	11898035	circ00271	1	1	13	9	4	0	0	0
chr18	unknown	2	HLF	CirComPara2	chr18:70051410-70190719	chr18:70051410-70190719/unknown	70051410	70190719	circ00272	1	1	20	20	0	0	0	0
chr2	unknown	2	NCI-H23	CirComPara2	chr2:55295596-55322692	chr2:55295596-55322692/unknown	55295596	55322692	circ00273	1	1	20	20	0	0	0	0
chr14	unknown	2	NCI-H23	CirComPara2	chr14:30643315-30653588	chr14:30643315-30653588/unknown	30643315	30653588	circ00274	1	1	20	20	0	0	0	0
chr11	unknown	2	SW480	CirComPara2	chr11:125578948-125580204	chr11:125578948-125580204/unknown	125578948	125580204	circ00275	1	1	20	20	0	0	0	0
chr12	unknown	3	HLF	CirComPara2	chr12:98648318-98649684	chr12:98648318-98649684/unknown	98648318	98649684	circ00276	1	1	4	4	0	0	0	0
chr8	unknown	2	HLF	CirComPara2	chr8:53769617-53817530	chr8:53769617-53817530/unknown	53769617	53817530	circ00277	1	1	20	20	0	0	0	0
chr15	unknown	2	NCI-H23	CirComPara2	chr15:76753807-76795440	chr15:76753807-76795440/unknown	76753807	76795440	circ00278	1	1	20	20	0	0	0	0
chr18	unknown	3	HLF	CirComPara2	chr18:79336627-79347925	chr18:79336627-79347925/unknown	79336627	79347925	circ00279	1	1	1	1	0	0	0	0
chr1	unknown	2	HLF	CirComPara2	chr1:233160282-233227371	chr1:233160282-233227371/unknown	233160282	233227371	circ00280	1	1	20	20	0	0	0	0
chr9	unknown	3	NCI-H23	CirComPara2	chr9:22046750-22064018	chr9:22046750-22064018/unknown	22046750	22064018	circ00281	1	0	3	0	3	0	0	0
chr21	unknown	3	HLF	CirComPara2	chr21:21280577-21432281	chr21:21280577-21432281/unknown	21280577	21432281	circ00282	1	1	20	15	5	0	0	0
chr7	unknown	2	SW480	CirComPara2	chr7:40062825-40088331	chr7:40062825-40088331/unknown	40062825	40088331	circ00283	1	1	16	2	14	0	0	0
chr22	unknown	2	HLF	CirComPara2	chr22:31266983-31275308	chr22:31266983-31275308/unknown	31266983	31275308	circ00284	1	1	15	15	0	0	0	0
chr13	unknown	4	NCI-H23	CirComPara2	chr13:40628515-40645486	chr13:40628515-40645486/unknown	40628515	40645486	circ00285	1	1	20	20	0	0	0	0
chr10	unknown	2	SW480	CirComPara2	chr10:70213462-70218817	chr10:70213462-70218817/unknown	70213462	70218817	circ00286	1	0	10	0	10	0	0	0
chr5	unknown	3	NCI-H23	CirComPara2	chr5:14290715-14381252	chr5:14290715-14381252/unknown	14290715	14381252	circ00287	1	1	16	16	0	0	0	0
chr1	unknown	2	SW480	CirComPara2	chr1:186341027-186347458	chr1:186341027-186347458/unknown	186341027	186347458	circ00288	1	1	20	20	0	0	0	0
chr17	unknown	4	SW480	CirComPara2	chr17:31940285-31976614	chr17:31940285-31976614/unknown	31940285	31976614	circ00289	1	1	20	9	11	0	0	0
chr15	unknown	3	HLF	CirComPara2	chr15:41092026-41096353	chr15:41092026-41096353/unknown	41092026	41096353	circ00290	1	1	19	18	1	0	0	0
chr16	unknown	2	SW480	CirComPara2	chr16:70465125-70471352	chr16:70465125-70471352/unknown	70465125	70471352	circ00291	1	0	1	0	1	0	0	0
chr1	unknown	3	HLF	CirComPara2	chr1:227139575-227160636	chr1:227139575-227160636/unknown	227139575	227160636	circ00292	1	1	20	20	0	0	0	0
chr5	unknown	2	HLF	CirComPara2	chr5:94628810-94678955	chr5:94628810-94678955/unknown	94628810	94678955	circ00293	1	0	20	0	20	0	0	0
chr1	unknown	3	SW480	CirComPara2	chr1:52281660-52303925	chr1:52281660-52303925/unknown	52281660	52303925	circ00294	1	1	19	19	0	0	0	0
chr16	unknown	3	NCI-H23	CirComPara2	chr16:2262277-2263287	chr16:2262277-2263287/unknown	2262277	2263287	circ00295	0	0	0	0	0	0	0	0
chr10	unknown	3	HLF	CirComPara2	chr10:84371013-84477664	chr10:84371013-84477664/unknown	84371013	84477664	circ00296	1	1	20	20	0	0	0	0
chr13	unknown	2	SW480	CirComPara2	chr13:28220230-28270866	chr13:28220230-28270866/unknown	28220230	28270866	circ00297	1	1	20	20	0	0	0	0
chr5	unknown	2	SW480	CirComPara2	chr5:154896091-154931577	chr5:154896091-154931577/unknown	154896091	154931577	circ00298	1	1	20	20	0	0	0	0
chr18	unknown	2	SW480	CirComPara2	chr18:20959839-21015479	chr18:20959839-21015479/unknown	20959839	21015479	circ00299	1	1	15	15	0	0	0	0
chr11	unknown	2	HLF	CirComPara2	chr11:110136662-110163379	chr11:110136662-110163379/unknown	110136662	110163379	circ00300	1	1	3	3	0	0	0	0
chr5	unknown	2	HLF	CirComPara2	chr5:160093100-160094065	chr5:160093100-160094065/unknown	160093100	160094065	circ00301	1	1	20	20	0	0	0	0
chr19	unknown	4	SW480	CirComPara2	chr19:38697027-38709476	chr19:38697027-38709476/unknown	38697027	38709476	circ00302	1	1	6	6	0	0	0	0
chr3	unknown	2	HLF	CirComPara2	chr3:44989139-44989644	chr3:44989139-44989644/unknown	44989139	44989644	circ00303	1	1	20	20	0	0	0	0
chr12	unknown	2	NCI-H23	CirComPara2	chr12:112178930-112179397	chr12:112178930-112179397/unknown	112178930	112179397	circ00304	1	1	13	13	0	0	0	0
chr4	unknown	4	HLF	CirComPara2	chr4:54698283-54709539	chr4:54698283-54709539/unknown	54698283	54709539	circ00305	1	1	15	15	0	0	0	0
chr2	unknown	2	HLF	CirComPara2	chr2:218660938-218663000	chr2:218660938-218663000/unknown	218660938	218663000	circ00306	1	1	5	5	0	0	0	0
chr16	unknown	4	HLF	CirComPara2	chr16:574065-574763	chr16:574065-574763/unknown	574065	574763	circ00307	0	0	0	0	0	0	0	0
chr11	unknown	2	NCI-H23	CirComPara2	chr11:8707084-8715818	chr11:8707084-8715818/unknown	8707084	8715818	circ00308	1	1	2	2	0	0	0	0
chr9	unknown	2	SW480	CirComPara2	chr9:127517825-127531778	chr9:127517825-127531778/unknown	127517825	127531778	circ00309	1	1	12	12	0	0	0	0
chr6	unknown	2	NCI-H23	CirComPara2	chr6:29606390-29611001	chr6:29606390-29611001/unknown	29606390	29611001	circ00310	1	1	3	3	0	0	0	0
chr11	unknown	2	NCI-H23	CirComPara2	chr11:110231872-110279756	chr11:110231872-110279756/unknown	110231872	110279756	circ00311	1	1	20	8	12	0	0	0
chr2	unknown	2	HLF	CirComPara2	chr2:190895151-190927482	chr2:190895151-190927482/unknown	190895151	190927482	circ00312	1	1	20	20	0	0	0	0
chr17	unknown	2	SW480	CirComPara2	chr17:43825755-43830107	chr17:43825755-43830107/unknown	43825755	43830107	circ00313	0	0	0	0	0	0	0	0
chr8	unknown	2	SW480	CirComPara2	chr8:22404695-22415957	chr8:22404695-22415957/unknown	22404695	22415957	circ00314	1	1	13	6	7	0	0	0
chr5	unknown	2	SW480	CirComPara2	chr5:36995621-37038738	chr5:36995621-37038738/unknown	36995621	37038738	circ00315	1	1	20	20	0	0	0	0
chr11	unknown	3	SW480	CirComPara2	chr11:19976746-19984247	chr11:19976746-19984247/unknown	19976746	19984247	circ00316	1	1	16	16	0	0	0	0
chr20	unknown	2	HLF	CirComPara2	chr20:31527483-31528050	chr20:31527483-31528050/unknown	31527483	31528050	circ00317	1	1	9	9	0	0	0	0
chr6	unknown	4	SW480	CirComPara2	chr6:157036834-157133207	chr6:157036834-157133207/unknown	157036834	157133207	circ00318	1	1	12	12	0	0	0	0
chr12	unknown	3	NCI-H23	CirComPara2	chr12:70335437-70346324	chr12:70335437-70346324/unknown	70335437	70346324	circ00319	1	1	15	15	0	0	0	0
chr2	unknown	3	HLF	CirComPara2	chr2:241342991-241343897	chr2:241342991-241343897/unknown	241342991	241343897	circ00320	1	1	20	20	0	0	0	0
chr11	unknown	2	HLF	CirComPara2	chr11:36610080-36636117	chr11:36610080-36636117/unknown	36610080	36636117	circ00321	1	1	20	10	10	0	0	0
chr8	unknown	2	HLF	CirComPara2	chr8:22196679-22197420	chr8:22196679-22197420/unknown	22196679	22197420	circ00322	1	1	20	20	0	0	0	0
chr12	unknown	3	HLF	CirComPara2	chr12:95251939-95266632	chr12:95251939-95266632/unknown	95251939	95266632	circ00323	1	1	20	20	0	0	0	0
chr12	unknown	3	NCI-H23	CirComPara2	chr12:49524681-49527713	chr12:49524681-49527713/unknown	49524681	49527713	circ00324	1	1	20	20	0	0	0	0
chr16	unknown	2	SW480	CirComPara2	chr16:22244629-22251322	chr16:22244629-22251322/unknown	22244629	22251322	circ00325	1	1	7	7	0	0	0	0
chr13	unknown	3	NCI-H23	CirComPara2	chr13:19959957-20019618	chr13:19959957-20019618/unknown	19959957	20019618	circ00326	1	1	20	20	0	0	0	0
chr15	unknown	3	SW480	CirComPara2	chr15:72755555-72775097	chr15:72755555-72775097/unknown	72755555	72775097	circ00327	1	1	19	19	0	0	0	0
chr6	unknown	2	SW480	CirComPara2	chr6:20781144-21108463	chr6:20781144-21108463/unknown	20781144	21108463	circ00328	1	1	20	17	3	0	0	0
chr14	unknown	2	SW480	CirComPara2	chr14:22989741-22996268	chr14:22989741-22996268/unknown	22989741	22996268	circ00329	1	1	4	4	0	0	0	0
chr15	unknown	2	SW480	CirComPara2	chr15:42437231-42446658	chr15:42437231-42446658/unknown	42437231	42446658	circ00330	1	1	20	15	5	0	0	0
chr5	unknown	3	HLF	CirComPara2	chr5:80725452-80761678	chr5:80725452-80761678/unknown	80725452	80761678	circ00331	1	1	20	20	0	0	0	0
chr1	unknown	4	HLF	CirComPara2	chr1:145771710-145788966	chr1:145771710-145788966/unknown	145771710	145788966	circ00332	1	1	20	9	11	0	0	0
chr5	unknown	2	SW480	CirComPara2	chr5:65528451-65542848	chr5:65528451-65542848/unknown	65528451	65542848	circ00333	0	0	0	0	0	0	0	0
chr12	unknown	2	NCI-H23	CirComPara2	chr12:119757370-119776408	chr12:119757370-119776408/unknown	119757370	119776408	circ00334	1	1	17	5	12	0	0	0
chr12	unknown	2	NCI-H23	CirComPara2	chr12:7099685-7102087	chr12:7099685-7102087/unknown	7099685	7102087	circ00335	1	0	1	0	1	0	0	0
chr2	unknown	2	HLF	CirComPara2	chr2:68490189-68502903	chr2:68490189-68502903/unknown	68490189	68502903	circ00336	1	0	1	0	1	0	0	0
chr3	unknown	3	HLF	CirComPara2	chr3:136604308-136630981	chr3:136604308-136630981/unknown	136604308	136630981	circ00337	1	1	20	19	1	0	0	0
chr3	unknown	2	NCI-H23	CirComPara2	chr3:138209816-138229010	chr3:138209816-138229010/unknown	138209816	138229010	circ00338	1	1	20	20	0	0	0	0
chr20	unknown	4	SW480	CirComPara2	chr20:5958527-5963359	chr20:5958527-5963359/unknown	5958527	5963359	circ00339	1	1	20	15	5	0	0	0
chr12	unknown	2	SW480	CirComPara2	chr12:132005076-132038096	chr12:132005076-132038096/unknown	132005076	132038096	circ00340	1	1	20	20	0	0	0	0
chr1	unknown	4	SW480	CirComPara2	chr1:75787496-75789356	chr1:75787496-75789356/unknown	75787496	75789356	circ00341	1	1	20	20	0	0	0	0
chr10	unknown	2	SW480	CirComPara2	chr10:126970701-127037816	chr10:126970701-127037816/unknown	126970701	127037816	circ00342	1	1	11	11	0	0	0	0
chr15	unknown	2	HLF	CirComPara2	chr15:89328455-89333913	chr15:89328455-89333913/unknown	89328455	89333913	circ00343	1	1	3	3	0	0	0	0
chr3	unknown	3	NCI-H23	CirComPara2	chr3:132686259-132716909	chr3:132686259-132716909/unknown	132686259	132716909	circ00344	1	1	20	20	0	0	0	0
chrX	unknown	2	HLF	CirComPara2	chrX:77557450-77574358	chrX:77557450-77574358/unknown	77557450	77574358	circ00345	1	1	20	20	0	0	0	0
chr1	unknown	2	NCI-H23	CirComPara2	chr1:154596804-154602626	chr1:154596804-154602626/unknown	154596804	154602626	circ00346	1	1	18	18	0	0	0	0
